gene,target_ensg,condition,n_downstream_Rest,n_downstream_Stim8hr,n_downstream_Stim48hr,n_total_de_Rest,n_total_de_Stim8hr,n_total_de_Stim48hr,n_sig_markers_Rest,n_sig_markers_Stim8hr,n_sig_markers_Stim48hr,stim_max_downstream,class,context_specificity_score,present_conditions,prog_zscore_at_op,top_sig_marker_at_op,therapeutic_direction
CHTF18,ENSG00000127586,Stim48hr,135,85,857,136,86,858,1,3,4,857,constitutive,0.7271,"Rest,Stim8hr,Stim48hr",3.599,STAT3+,inhibit; constitutive
PRPF39,ENSG00000185246,Stim8hr,52,325,206,53,326,207,0,10,3,325,constitutive,0.7222,"Rest,Stim8hr,Stim48hr",1.938,CD40LG+,inhibit; constitutive
ARPC3,ENSG00000111229,Stim8hr,147,905,719,148,906,720,2,7,6,905,constitutive,0.7198,"Rest,Stim8hr,Stim48hr",2.498,PDCD1+,inhibit; constitutive
ZMYND19,ENSG00000165724,Stim8hr,23,143,27,24,144,28,0,1,1,143,constitutive,0.7186,"Rest,Stim8hr,Stim48hr",3.386,IL22+,inhibit; constitutive
COPRS,ENSG00000172301,Stim48hr,75,181,460,76,182,461,0,0,1,460,constitutive,0.7183,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
XRN1,ENSG00000114127,Stim8hr,75,447,99,76,448,100,0,5,0,447,constitutive,0.7113,"Rest,Stim8hr,Stim48hr",1.157,TBX21+,inhibit; constitutive
EML2,ENSG00000125746,Stim8hr,58,342,308,59,343,309,2,7,4,342,constitutive,0.7082,"Rest,Stim8hr,Stim48hr",-2.591,LTA-,inhibit; constitutive
GET3,ENSG00000198356,Stim8hr,31,183,44,32,184,45,1,4,1,183,constitutive,0.707,"Rest,Stim8hr,Stim48hr",-3.418,IL2RA-,inhibit; constitutive
DR1,ENSG00000117505,Stim48hr,102,434,594,103,435,595,0,12,5,594,constitutive,0.7059,"Rest,Stim8hr,Stim48hr",-1.058,STAT1+,inhibit; constitutive
OXA1L,ENSG00000155463,Stim48hr,266,113,1541,267,114,1542,0,1,13,1541,constitutive,0.7052,"Rest,Stim8hr,Stim48hr",-2.234,TNFRSF18+,inhibit; constitutive
FOSL2,ENSG00000075426,Stim48hr,34,50,197,35,51,198,0,1,5,197,constitutive,0.7026,"Rest,Stim8hr,Stim48hr",-1.852,CTLA4-,inhibit; constitutive
DPH1,ENSG00000108963,Stim8hr,90,508,142,91,509,143,0,4,4,508,constitutive,0.6978,"Rest,Stim8hr,Stim48hr",1.32,IL2RA+,inhibit; constitutive
COX6C,ENSG00000164919,Stim8hr,266,1493,567,267,1494,568,3,11,4,1493,constitutive,0.6972,"Rest,Stim8hr,Stim48hr",0.62,TNFRSF9+,inhibit; constitutive
KHDRBS1,ENSG00000121774,Stim8hr,169,935,163,170,936,164,2,6,1,935,constitutive,0.6932,"Rest,Stim8hr,Stim48hr",4.049,CD69+,inhibit; constitutive
FBXO42,ENSG00000037637,Stim48hr,68,98,374,69,99,375,1,2,9,374,constitutive,0.6907,"Rest,Stim8hr,Stim48hr",4.164,TNFRSF18+,inhibit; constitutive
PPIH,ENSG00000171960,Stim8hr,160,876,386,161,877,387,0,8,5,876,constitutive,0.6905,"Rest,Stim8hr,Stim48hr",-0.178,TNFRSF9+,inhibit; constitutive
HSD17B10,ENSG00000072506,Stim8hr,124,679,339,125,680,340,0,3,1,679,constitutive,0.6903,"Rest,Stim8hr,Stim48hr",-2.822,BCL6+,inhibit; constitutive
SARS2,ENSG00000104835,Stim8hr,76,416,97,77,417,98,0,4,4,416,constitutive,0.6897,"Rest,Stim8hr,Stim48hr",-3.783,TNFRSF18-,inhibit; constitutive
TUFM,ENSG00000178952,Stim8hr,121,651,475,122,652,476,1,10,12,651,constitutive,0.6856,"Rest,Stim8hr,Stim48hr",1.608,CD69+,inhibit; constitutive
GALNT6,ENSG00000139629,Stim48hr,67,38,361,68,39,362,0,1,5,361,constitutive,0.6853,"Rest,Stim8hr,Stim48hr",2.207,IL2RA+,inhibit; constitutive
STX16,ENSG00000124222,Stim8hr,215,1144,521,216,1145,522,1,6,1,1144,constitutive,0.6831,"Rest,Stim8hr,Stim48hr",-2.573,STAT4+,inhibit; constitutive
FOXK1,ENSG00000164916,Stim8hr,156,818,139,157,819,140,2,6,2,818,constitutive,0.679,"Rest,Stim8hr,Stim48hr",-3.062,STAT6+,inhibit; constitutive
RAD51B,ENSG00000182185,Stim48hr,33,36,172,34,37,173,3,0,3,172,constitutive,0.6748,"Rest,Stim8hr,Stim48hr",3.906,TNFRSF9+,inhibit; constitutive
NUP42,ENSG00000136243,Stim48hr,17,10,89,18,11,90,0,0,0,89,constitutive,0.6729,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
IPO9,ENSG00000198700,Stim8hr,83,417,257,84,418,258,0,2,0,417,constitutive,0.6667,"Rest,Stim8hr,Stim48hr",-0.43,IL10-,inhibit; constitutive
CNBP,ENSG00000169714,Stim8hr,52,261,251,53,262,252,0,3,2,261,constitutive,0.6656,"Rest,Stim8hr,Stim48hr",-3.086,CD69-,inhibit; constitutive
GCN1,ENSG00000089154,Stim48hr,57,68,277,58,69,278,0,3,5,277,constitutive,0.6567,"Rest,Stim8hr,Stim48hr",-3.138,ICOS-,inhibit; constitutive
ARPC2,ENSG00000163466,Stim8hr,215,1038,855,216,1039,856,4,17,7,1038,constitutive,0.6563,"Rest,Stim8hr,Stim48hr",-1.153,IL2RA-,inhibit; constitutive
COA3,ENSG00000183978,Stim48hr,111,252,533,112,253,534,1,3,6,533,constitutive,0.6543,"Rest,Stim8hr,Stim48hr",0.697,HAVCR2+,inhibit; constitutive
FBRS,ENSG00000156860,Stim8hr,39,187,75,40,188,76,1,3,1,187,constitutive,0.652,"Rest,Stim8hr,Stim48hr",0.702,IL10+,inhibit; constitutive
ANKRD11,ENSG00000167522,Stim8hr,14,68,18,15,69,19,0,2,1,68,constitutive,0.6506,"Rest,Stim8hr,Stim48hr",4.968,IFNG+,inhibit; constitutive
DOLPP1,ENSG00000167130,Stim8hr,579,2717,1505,580,2718,1506,1,16,6,2717,constitutive,0.6485,"Rest,Stim8hr,Stim48hr",-3.523,IL2RA-,inhibit; constitutive
DOHH,ENSG00000129932,Stim8hr,338,1562,1051,339,1563,1052,2,10,13,1562,constitutive,0.6439,"Rest,Stim8hr,Stim48hr",-0.187,STAT3+,inhibit; constitutive
DTWD1,ENSG00000104047,Stim48hr,37,37,172,38,38,173,1,1,2,172,constitutive,0.6429,"Rest,Stim8hr,Stim48hr",3.575,STAT3+,inhibit; constitutive
CARNMT1,ENSG00000156017,Stim48hr,12,46,57,13,47,58,0,0,0,57,constitutive,0.6429,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
PEX6,ENSG00000124587,Stim8hr,139,641,79,140,642,80,0,2,0,641,constitutive,0.6428,"Rest,Stim8hr,Stim48hr",-2.799,STAT3+,inhibit; constitutive
BRD1,ENSG00000100425,Stim8hr,64,291,135,65,292,136,1,5,3,291,constitutive,0.6376,"Rest,Stim8hr,Stim48hr",-3.414,CCL4-,inhibit; constitutive
ERCC4,ENSG00000175595,Stim48hr,256,478,1144,257,479,1145,1,3,12,1144,constitutive,0.6338,"Rest,Stim8hr,Stim48hr",-0.807,MYC-,inhibit; constitutive
ZRANB2,ENSG00000132485,Stim48hr,38,129,171,39,130,172,0,1,2,171,constitutive,0.6333,"Rest,Stim8hr,Stim48hr",3.65,TNFRSF9+,inhibit; constitutive
TIAL1,ENSG00000151923,Stim48hr,53,215,237,54,216,238,1,4,4,237,constitutive,0.6323,"Rest,Stim8hr,Stim48hr",-3.589,IL2-,inhibit; constitutive
SP2,ENSG00000167182,Stim8hr,381,1670,1020,382,1671,1021,0,5,3,1670,constitutive,0.6282,"Rest,Stim8hr,Stim48hr",3.256,CD40LG+,inhibit; constitutive
BCL6,ENSG00000113916,Stim48hr,15,27,67,16,28,68,0,0,1,67,constitutive,0.6265,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
BHLHE40,ENSG00000134107,Stim8hr,464,1996,1686,465,1997,1687,9,16,24,1996,constitutive,0.6225,"Rest,Stim8hr,Stim48hr",-3.154,CSF2-,inhibit; constitutive
COX6B1,ENSG00000126267,Stim8hr,30,130,19,31,131,20,0,1,0,130,constitutive,0.6211,"Rest,Stim8hr,Stim48hr",-4.706,IL10-,inhibit; constitutive
TFAP4,ENSG00000090447,Stim48hr,112,198,471,113,199,472,3,5,4,471,constitutive,0.6147,"Rest,Stim8hr,Stim48hr",0.836,HAVCR2+,inhibit; constitutive
PSIP1,ENSG00000164985,Stim48hr,122,262,486,123,263,487,0,3,5,486,constitutive,0.5977,"Rest,Stim8hr,Stim48hr",-3.042,IL12RB2-,inhibit; constitutive
CCDC93,ENSG00000125633,Stim48hr,101,91,402,102,92,403,0,2,3,402,constitutive,0.5972,"Rest,Stim8hr,Stim48hr",-3.771,STAT3+,inhibit; constitutive
SIK3,ENSG00000160584,Stim48hr,456,478,1809,457,479,1810,12,14,25,1809,constitutive,0.5971,"Rest,Stim8hr,Stim48hr",-1.567,LTA-,inhibit; constitutive
LSM14A,ENSG00000257103,Stim48hr,34,21,136,35,22,137,1,1,2,136,constitutive,0.5965,"Rest,Stim8hr,Stim48hr",0.196,LAG3+,inhibit; constitutive
PAN3,ENSG00000152520,Stim48hr,89,184,349,90,185,350,0,0,1,349,constitutive,0.5923,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
ATRX,ENSG00000085224,Stim8hr,213,830,346,214,831,347,2,4,0,830,constitutive,0.591,"Rest,Stim8hr,Stim48hr",2.911,CXCR3+,inhibit; constitutive
PRCC,ENSG00000143294,Stim8hr,13,52,45,14,53,46,1,1,1,52,constitutive,0.5909,"Rest,Stim8hr,Stim48hr",3.269,HAVCR2+,inhibit; constitutive
FBXW7,ENSG00000109670,Stim8hr,49,191,181,50,192,182,0,2,3,191,constitutive,0.5892,"Rest,Stim8hr,Stim48hr",1.497,HAVCR2+,inhibit; constitutive
PRRC2A,ENSG00000204469,Stim8hr,31,121,84,32,122,85,0,1,4,121,constitutive,0.5882,"Rest,Stim8hr,Stim48hr",3.112,IL2RA+,inhibit; constitutive
GPATCH8,ENSG00000186566,Stim48hr,57,177,220,58,178,221,0,0,2,220,constitutive,0.5863,"Rest,Stim8hr,Stim48hr",-3.132,IL3-,inhibit; constitutive
MBD3,ENSG00000071655,Stim48hr,53,74,196,54,75,197,2,2,4,196,constitutive,0.572,"Rest,Stim8hr,Stim48hr",-1.659,IL13-,inhibit; constitutive
SCAF4,ENSG00000156304,Stim48hr,166,234,599,167,235,600,2,1,8,599,constitutive,0.5653,"Rest,Stim8hr,Stim48hr",-2.915,CXCR3-,inhibit; constitutive
NONO,ENSG00000147140,Stim8hr,15,55,13,16,56,14,1,0,0,55,constitutive,0.5634,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
KMT2B,ENSG00000272333,Stim8hr,34,123,56,35,124,57,0,0,0,123,constitutive,0.5633,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
MEN1,ENSG00000133895,Stim48hr,603,1315,2156,604,1316,2157,5,14,17,2156,constitutive,0.5627,"Rest,Stim8hr,Stim48hr",-2.146,ICOS-,inhibit; constitutive
ATXN7L3,ENSG00000087152,Stim8hr,544,1941,502,545,1942,503,5,13,5,1941,constitutive,0.5619,"Rest,Stim8hr,Stim48hr",2.681,IL2RA+,inhibit; constitutive
DOT1L,ENSG00000104885,Stim48hr,122,175,435,123,176,436,0,1,2,435,constitutive,0.5609,"Rest,Stim8hr,Stim48hr",-4.211,ICOS-,inhibit; constitutive
IRF2BP1,ENSG00000170604,Stim8hr,57,203,105,58,204,106,1,8,4,203,constitutive,0.5594,"Rest,Stim8hr,Stim48hr",-4.214,IL2RA-,inhibit; constitutive
CARM1,ENSG00000142453,Stim48hr,107,202,378,108,203,379,2,0,1,378,constitutive,0.5576,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
IMMP2L,ENSG00000184903,Stim48hr,56,154,196,57,155,197,2,0,1,196,constitutive,0.5534,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
TWNK,ENSG00000107815,Stim48hr,231,218,801,232,219,802,1,0,12,801,constitutive,0.5518,"Rest,Stim8hr,Stim48hr",-3.506,STAT3+,inhibit; constitutive
MTRR,ENSG00000124275,Stim48hr,31,13,106,32,14,107,1,1,2,106,constitutive,0.5435,"Rest,Stim8hr,Stim48hr",-3.018,TNFRSF9-,inhibit; constitutive
DOP1B,ENSG00000142197,Stim48hr,988,610,3240,989,611,3241,6,9,17,3240,constitutive,0.5325,"Rest,Stim8hr,Stim48hr",-0.763,STAT4-,inhibit; constitutive
IL12RB2,ENSG00000081985,Stim8hr,229,750,159,230,751,160,2,6,6,750,constitutive,0.5316,"Rest,Stim8hr,Stim48hr",1.124,IL12RB2-,inhibit; constitutive
INPP5F,ENSG00000198825,Stim8hr,38,125,40,39,126,41,0,1,0,125,constitutive,0.5305,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
CLUH,ENSG00000132361,Stim48hr,31,26,102,32,27,103,0,1,0,102,constitutive,0.5299,"Rest,Stim8hr,Stim48hr",-3.635,ICOS-,inhibit; constitutive
TIMM8B,ENSG00000150779,Stim48hr,154,370,499,155,371,500,1,8,8,499,constitutive,0.5275,"Rest,Stim8hr,Stim48hr",-3.246,STAT3+,inhibit; constitutive
DPH2,ENSG00000132768,Stim48hr,53,18,170,54,19,171,0,0,3,170,constitutive,0.5223,"Rest,Stim8hr,Stim48hr",3.963,CD69+,inhibit; constitutive
TBL1XR1,ENSG00000177565,Stim48hr,134,124,426,135,125,427,0,2,7,426,constitutive,0.5205,"Rest,Stim8hr,Stim48hr",-0.622,IL2-,inhibit; constitutive
SP1,ENSG00000185591,Stim48hr,128,221,406,129,222,407,0,2,1,406,constitutive,0.5196,"Rest,Stim8hr,Stim48hr",-3.346,HAVCR2-,inhibit; constitutive
SLC9A6,ENSG00000198689,Stim48hr,19,11,61,20,12,62,0,1,0,61,constitutive,0.5185,"Rest,Stim8hr,Stim48hr",3.936,TNF+,inhibit; constitutive
TM2D1,ENSG00000162604,Stim48hr,381,333,1184,382,334,1185,4,3,5,1184,constitutive,0.5128,"Rest,Stim8hr,Stim48hr",1.383,STAT4-,inhibit; constitutive
FDX1,ENSG00000137714,Stim48hr,50,78,156,51,79,157,1,0,3,156,constitutive,0.5121,"Rest,Stim8hr,Stim48hr",3.432,HAVCR2+,inhibit; constitutive
DCAF5,ENSG00000139990,Stim48hr,51,66,158,52,67,159,1,1,2,158,constitutive,0.5095,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
RABGEF1,ENSG00000154710,Stim48hr,41,12,127,42,13,128,1,0,0,127,constitutive,0.5089,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
ZCCHC8,ENSG00000033030,Stim48hr,41,118,127,42,119,128,0,0,3,127,constitutive,0.5089,"Rest,Stim8hr,Stim48hr",-4.196,IL2RA-,inhibit; constitutive
MED14,ENSG00000180182,Stim8hr,119,366,134,120,367,135,0,2,2,366,constitutive,0.5082,"Rest,Stim8hr,Stim48hr",-3.51,STAT3+,inhibit; constitutive
CCS,ENSG00000173992,Stim8hr,288,884,84,289,885,85,1,6,1,884,constitutive,0.5081,"Rest,Stim8hr,Stim48hr",-1.872,IL10-,inhibit; constitutive
PCGF6,ENSG00000156374,Stim8hr,17,53,52,18,54,53,0,2,0,53,constitutive,0.507,"Rest,Stim8hr,Stim48hr",-4.749,IL10-,inhibit; constitutive
NFKB2,ENSG00000077150,Stim8hr,442,1349,737,443,1350,738,4,14,11,1349,constitutive,0.5061,"Rest,Stim8hr,Stim48hr",2.182,IFNG+,inhibit; constitutive
SRSF10,ENSG00000188529,Stim8hr,376,1146,823,377,1147,824,5,5,5,1146,constitutive,0.5056,"Rest,Stim8hr,Stim48hr",-1.153,IL5-,inhibit; constitutive
EIF4A1,ENSG00000161960,Stim48hr,178,227,538,179,228,539,1,5,10,538,constitutive,0.5021,"Rest,Stim8hr,Stim48hr",0.652,CCL5-,inhibit; constitutive
COP1,ENSG00000143207,Stim8hr,70,212,39,71,213,40,1,2,0,212,constitutive,0.5018,"Rest,Stim8hr,Stim48hr",-3.453,LTA-,inhibit; constitutive
RC3H1,ENSG00000135870,Stim48hr,113,168,340,114,169,341,1,2,5,340,constitutive,0.5,"Rest,Stim8hr,Stim48hr",-1.421,TNFRSF9-,inhibit; constitutive
AKAP17A,ENSG00000197976,Stim48hr,28,70,85,29,71,86,0,0,0,85,constitutive,0.5,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
TASP1,ENSG00000089123,Stim48hr,22,34,67,23,35,68,0,0,0,67,constitutive,0.5,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
ZBTB21,ENSG00000173276,Stim48hr,14,40,43,15,41,44,0,1,0,43,constitutive,0.5,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
XPR1,ENSG00000143324,Stim8hr,272,813,94,273,814,95,0,6,1,813,constitutive,0.4982,"Rest,Stim8hr,Stim48hr",-3.188,PDCD1-,inhibit; constitutive
MEAF6,ENSG00000163875,Stim8hr,158,468,306,159,469,307,0,8,5,468,constitutive,0.4944,"Rest,Stim8hr,Stim48hr",-1.967,IL3-,inhibit; constitutive
JUNB,ENSG00000171223,Stim48hr,48,101,142,49,102,143,0,4,3,142,constitutive,0.4921,"Rest,Stim8hr,Stim48hr",-3.808,IL2-,inhibit; constitutive
AIP,ENSG00000110711,Stim8hr,103,302,248,104,303,249,0,3,1,302,constitutive,0.4901,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
INTS10,ENSG00000104613,Stim48hr,714,1453,2075,715,1454,2076,7,5,11,2075,constitutive,0.4878,"Rest,Stim8hr,Stim48hr",-0.369,STAT6+,inhibit; constitutive
YTHDF2,ENSG00000198492,Stim48hr,901,1483,2617,902,1484,2618,3,16,15,2617,constitutive,0.4876,"Rest,Stim8hr,Stim48hr",3.313,LTA+,inhibit; constitutive
PUM1,ENSG00000134644,Stim48hr,83,226,240,84,227,241,0,0,0,240,constitutive,0.4846,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
RAB2B,ENSG00000129472,Stim48hr,22,28,64,23,29,65,0,0,3,64,constitutive,0.4828,"Rest,Stim8hr,Stim48hr",-4.192,IL12RB2-,inhibit; constitutive
CFAP20,ENSG00000070761,Stim48hr,454,862,1292,455,863,1293,3,13,15,1292,constitutive,0.4797,"Rest,Stim8hr,Stim48hr",-4.369,IL13-,inhibit; constitutive
WIZ,ENSG00000011451,Stim8hr,231,652,312,232,653,313,2,4,0,652,constitutive,0.4762,"Rest,Stim8hr,Stim48hr",-3.398,TNFRSF18-,inhibit; constitutive
IRF2,ENSG00000168310,Stim8hr,86,240,65,87,241,66,0,2,0,240,constitutive,0.4709,"Rest,Stim8hr,Stim48hr",-3.282,IL12RB2+,inhibit; constitutive
TARS2,ENSG00000143374,Stim8hr,662,1823,776,663,1824,777,4,7,7,1823,constitutive,0.467,"Rest,Stim8hr,Stim48hr",3.592,CCL5+,inhibit; constitutive
XBP1,ENSG00000100219,Stim48hr,179,237,491,180,238,492,0,1,7,491,constitutive,0.465,"Rest,Stim8hr,Stim48hr",-3.243,LTA-,inhibit; constitutive
ATP5PO,ENSG00000241837,Stim48hr,422,93,1156,423,94,1157,5,1,12,1156,constitutive,0.4649,"Rest,Stim8hr,Stim48hr",-2.08,IL3-,inhibit; constitutive
BCLAF1,ENSG00000029363,Stim48hr,42,106,114,43,107,115,0,0,0,114,constitutive,0.4586,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
NAA40,ENSG00000110583,Stim48hr,88,134,236,89,135,237,1,3,4,236,constitutive,0.4554,"Rest,Stim8hr,Stim48hr",-3.28,IKZF2+,inhibit; constitutive
GMEB1,ENSG00000162419,Stim8hr,243,650,558,244,651,559,0,0,1,650,constitutive,0.4553,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
KMT2E,ENSG00000005483,Stim48hr,336,303,895,337,304,896,3,1,7,895,constitutive,0.4537,"Rest,Stim8hr,Stim48hr",-0.561,MYC-,inhibit; constitutive
SKIC8,ENSG00000140395,Stim48hr,904,1534,2399,905,1535,2400,7,16,16,2399,constitutive,0.4525,"Rest,Stim8hr,Stim48hr",0.157,IL2RA-,inhibit; constitutive
TXNIP,ENSG00000265972,Stim48hr,21,47,56,22,48,57,0,0,0,56,constitutive,0.4487,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
UBE2E1,ENSG00000170142,Stim48hr,59,26,155,60,27,156,1,1,2,155,constitutive,0.4465,"Rest,Stim8hr,Stim48hr",-3.498,IL22-,inhibit; constitutive
DPH5,ENSG00000117543,Stim48hr,483,683,1253,484,684,1254,1,3,13,1253,constitutive,0.4433,"Rest,Stim8hr,Stim48hr",1.372,IL2RA+,inhibit; constitutive
INO80B,ENSG00000115274,Stim8hr,165,427,174,166,428,175,3,7,2,427,constitutive,0.4418,"Rest,Stim8hr,Stim48hr",-1.495,TNF+,inhibit; constitutive
HNRNPA2B1,ENSG00000122566,Stim8hr,147,379,353,148,380,354,1,4,3,379,constitutive,0.4402,"Rest,Stim8hr,Stim48hr",1.409,TNFRSF4+,inhibit; constitutive
CANX,ENSG00000127022,Stim48hr,15,14,39,16,15,40,0,0,1,39,constitutive,0.4364,"Rest,Stim8hr,Stim48hr",-4.1,IL3-,inhibit; constitutive
NCAPG2,ENSG00000146918,Stim8hr,670,1696,1178,671,1697,1179,13,10,13,1696,constitutive,0.4335,"Rest,Stim8hr,Stim48hr",0.821,CCL5+,inhibit; constitutive
TMEM79,ENSG00000163472,Stim8hr,250,629,57,251,630,58,0,1,0,629,constitutive,0.4307,"Rest,Stim8hr,Stim48hr",-3.084,IL4-,inhibit; constitutive
CXXC1,ENSG00000154832,Stim8hr,535,1337,852,536,1338,853,10,21,14,1337,constitutive,0.4282,"Rest,Stim8hr,Stim48hr",-4.218,TNFRSF4-,inhibit; constitutive
LRPPRC,ENSG00000138095,Stim48hr,771,770,1925,772,771,1926,2,4,14,1925,constitutive,0.4279,"Rest,Stim8hr,Stim48hr",-1.938,MYC-,inhibit; constitutive
METTL1,ENSG00000037897,Stim48hr,514,1046,1282,515,1047,1283,3,6,16,1282,constitutive,0.4274,"Rest,Stim8hr,Stim48hr",0.323,IKZF1+,inhibit; constitutive
PDS5B,ENSG00000083642,Stim8hr,23,58,41,24,59,42,0,0,0,58,constitutive,0.4268,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
RCOR1,ENSG00000089902,Stim48hr,292,222,725,293,223,726,3,4,4,725,constitutive,0.4253,"Rest,Stim8hr,Stim48hr",-3.728,CCL4-,inhibit; constitutive
SLC35B1,ENSG00000121073,Stim8hr,627,1541,107,628,1542,108,5,20,6,1541,constitutive,0.4214,"Rest,Stim8hr,Stim48hr",-3.176,STAT1+,inhibit; constitutive
CREB1,ENSG00000118260,Stim48hr,199,435,488,200,436,489,3,3,6,488,constitutive,0.4201,"Rest,Stim8hr,Stim48hr",-0.071,STAT6-,inhibit; constitutive
TBPL1,ENSG00000028839,Stim48hr,23,25,57,24,26,58,0,0,1,57,constitutive,0.4198,"Rest,Stim8hr,Stim48hr",3.466,ICOS+,inhibit; constitutive
PTBP1,ENSG00000011304,Stim8hr,88,214,118,89,215,119,0,3,4,214,constitutive,0.4158,"Rest,Stim8hr,Stim48hr",1.634,LTA+,inhibit; constitutive
USO1,ENSG00000138768,Stim8hr,570,1381,170,571,1382,171,3,13,3,1381,constitutive,0.4155,"Rest,Stim8hr,Stim48hr",-3.41,STAT1+,inhibit; constitutive
FBXO11,ENSG00000138081,Stim8hr,46,112,106,47,113,107,0,1,2,112,constitutive,0.4151,"Rest,Stim8hr,Stim48hr",-3.456,PDCD1-,inhibit; constitutive
EP300,ENSG00000100393,Stim48hr,73,158,177,74,159,178,1,3,2,177,constitutive,0.4143,"Rest,Stim8hr,Stim48hr",-3.314,MYC-,inhibit; constitutive
SMG9,ENSG00000105771,Stim48hr,419,940,1011,420,941,1012,1,8,7,1011,constitutive,0.4137,"Rest,Stim8hr,Stim48hr",-2.557,IL5-,inhibit; constitutive
ZWINT,ENSG00000122952,Stim8hr,55,133,34,56,134,35,0,2,0,133,constitutive,0.4127,"Rest,Stim8hr,Stim48hr",-4.645,MKI67-,inhibit; constitutive
ELP1,ENSG00000070061,Stim8hr,345,827,135,346,828,136,3,7,1,827,constitutive,0.4109,"Rest,Stim8hr,Stim48hr",-1.872,IL5-,inhibit; constitutive
TMEM30A,ENSG00000112697,Stim8hr,331,790,43,332,791,44,1,6,2,790,constitutive,0.4091,"Rest,Stim8hr,Stim48hr",-3.154,CTLA4-,inhibit; constitutive
PPP6C,ENSG00000119414,Stim8hr,125,297,277,126,298,278,1,3,7,297,constitutive,0.4066,"Rest,Stim8hr,Stim48hr",-1.884,IL10-,inhibit; constitutive
CHIC2,ENSG00000109220,Stim8hr,31,74,58,32,75,59,0,1,0,74,constitutive,0.4057,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
PDSS2,ENSG00000164494,Stim8hr,942,2226,1431,943,2227,1432,6,15,13,2226,constitutive,0.4052,"Rest,Stim8hr,Stim48hr",0.281,TNFRSF9+,inhibit; constitutive
WDR59,ENSG00000103091,Stim48hr,546,957,1286,547,958,1287,2,11,15,1286,constitutive,0.4037,"Rest,Stim8hr,Stim48hr",1.704,ENTPD1+,inhibit; constitutive
MGA,ENSG00000174197,Stim8hr,55,130,122,56,131,123,0,1,1,130,constitutive,0.4032,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
ALG6,ENSG00000088035,Stim48hr,141,259,332,142,260,333,1,3,1,332,constitutive,0.403,"Rest,Stim8hr,Stim48hr",3.442,TNFRSF18+,inhibit; constitutive
MOGS,ENSG00000115275,Stim8hr,22,52,23,23,53,24,0,0,0,52,constitutive,0.4,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
CLASRP,ENSG00000104859,Stim48hr,156,196,361,157,197,362,1,6,8,361,constitutive,0.3958,"Rest,Stim8hr,Stim48hr",-3.847,IL2RA-,inhibit; constitutive
NFKB1,ENSG00000109320,Stim8hr,89,204,62,90,205,63,6,1,1,204,constitutive,0.3912,"Rest,Stim8hr,Stim48hr",3.148,TNFRSF4+,inhibit; constitutive
INO80C,ENSG00000153391,Stim8hr,218,495,456,219,496,457,0,1,1,495,constitutive,0.388,"Rest,Stim8hr,Stim48hr",-3.142,IL22-,inhibit; constitutive
FUBP1,ENSG00000162613,Stim48hr,552,1192,1252,553,1193,1253,4,5,5,1252,constitutive,0.3878,"Rest,Stim8hr,Stim48hr",-0.799,MKI67-,inhibit; constitutive
USF2,ENSG00000105698,Stim8hr,43,98,24,44,99,25,0,0,0,98,constitutive,0.3873,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
CHD2,ENSG00000173575,Stim48hr,14,28,32,15,29,33,0,0,0,32,constitutive,0.383,"Rest,Stim8hr,Stim48hr",,,inhibit; constitutive
FAF2,ENSG00000113194,Stim48hr,135,301,301,136,302,302,1,2,1,301,constitutive,0.3799,"Rest,Stim8hr,Stim48hr",-0.042,IL2RA-,inhibit; constitutive
ZNF280D,ENSG00000137871,Stim8hr,65,145,129,66,146,130,1,1,0,145,constitutive,0.3791,"Rest,Stim8hr,Stim48hr",-3.615,IL10-,inhibit; constitutive
TRRAP,ENSG00000196367,Stim8hr,567,1256,34,568,1257,35,2,8,0,1256,constitutive,0.3777,"Rest,Stim8hr,Stim48hr",-1.697,STAT3+,inhibit; constitutive
