gene,ensg,condition,Th1_score,Th2_score,Th17_score,Treg_score,Tfh_score,Th1_vs_Th2,Effector_vs_Treg,z_Th1_vs_Th2,z_Effector_vs_Treg,max_abs_z,primary_axis,shift_label,therapeutic_direction,n_sig_program_markers,ontarget_effect_size,n_downstream
PRKCSH,ENSG00000130175,Stim48hr,-1.2424,0.1458,-0.278,0.3662,-0.4537,-1.3882,-0.8245,-2.1346,-1.357,2.1346,Th1_vs_Th2,→Th2,skew-Th2,0,-13.1787,1
BRD7,ENSG00000166164,Stim48hr,-0.7501,0.6379,0.7315,-0.6213,0.3151,-1.388,0.8278,-2.1343,1.5076,2.1343,Th1_vs_Th2,→Th2,skew-Th2,0,-21.5912,7
MEAF6,ENSG00000163875,Stim8hr,-1.1287,0.3552,-0.2301,0.4469,-0.456,-1.4839,-0.7814,-2.1342,-1.4174,2.1342,Th1_vs_Th2,→Th2,skew-Th2,3,-8.3281,468
SMAD5,ENSG00000113658,Stim8hr,1.226,0.0823,0.21,-0.617,0.9243,1.1438,1.1231,1.2981,2.1336,2.1336,Effector_vs_Treg,→Effector,boost-immunity,0,-6.9321,4
PIGA,ENSG00000165195,Stim48hr,-0.9038,0.4831,0.4258,-0.3599,0.2046,-1.3869,0.3616,-2.1327,0.6994,2.1327,Th1_vs_Th2,→Th2,skew-Th2,0,-6.4233,6
CYB5R3,ENSG00000100243,Stim8hr,-0.2406,0.0936,-0.2442,-1.2528,-0.0864,-0.3342,1.1224,-0.6324,2.1323,2.1323,Effector_vs_Treg,→Effector,boost-immunity,0,-11.6496,2
SDHAF1,ENSG00000205138,Stim8hr,-0.7639,0.7181,-0.5524,0.6261,-0.4927,-1.482,-0.8255,-2.1318,-1.4996,2.1318,Th1_vs_Th2,→Th2,skew-Th2,0,-11.7451,0
CNOT4,ENSG00000080802,Rest,-1.0493,-0.3536,-0.4818,0.2411,-0.0073,-0.6957,-0.8693,-0.9523,-2.1305,2.1305,Effector_vs_Treg,→Treg,suppress-inflammation,0,-7.2614,142
CMC2,ENSG00000103121,Stim8hr,0.8789,-0.9018,0.5582,-0.2403,0.1941,1.7806,0.4188,2.13,0.8205,2.13,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-11.084,4
MAPKAP1,ENSG00000119487,Rest,1.488,-0.072,-0.0703,0.0132,-0.2821,1.56,0.4354,2.1293,1.1281,2.1293,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-13.609,100
BAZ1B,ENSG00000009954,Stim48hr,0.9637,-0.5259,-0.5581,-0.226,-0.877,1.4895,0.1859,2.1282,0.3947,2.1282,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-16.3118,0
RABGEF1,ENSG00000154710,Stim8hr,0.4402,-1.3389,-0.5874,-0.3169,0.5474,1.7791,-0.1785,2.128,-0.2931,2.128,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-10.3231,12
SSR2,ENSG00000163479,Rest,0.6849,0.0648,0.265,-0.4974,0.4031,0.6201,0.8357,0.8453,2.1279,2.1279,Effector_vs_Treg,→Effector,boost-immunity,0,-31.7978,81
FAM199X,ENSG00000123575,Stim8hr,-0.6557,0.8234,0.4866,-0.0781,0.4893,-1.479,0.2962,-2.1279,0.5919,2.1279,Th1_vs_Th2,→Th2,skew-Th2,0,-13.5152,0
GET3,ENSG00000198356,Stim48hr,-0.0298,-0.5788,0.214,-1.3164,0.2124,0.549,1.1849,0.7349,2.1269,2.1269,Effector_vs_Treg,→Effector,boost-immunity,1,-3.7661,44
LYSMD3,ENSG00000176018,Stim8hr,0.1032,0.0797,0.0774,-1.0324,0.8474,0.0235,1.1192,-0.1653,2.1264,2.1264,Effector_vs_Treg,→Effector,boost-immunity,0,-11.918,1
BRAT1,ENSG00000106009,Rest,-0.6032,0.7509,-0.2908,0.8198,-0.168,-1.3541,-0.8675,-1.8517,-2.1258,2.1258,Effector_vs_Treg,→Treg,suppress-inflammation,1,-7.376,218
RPE,ENSG00000197713,Rest,-0.8194,0.7341,0.3505,-0.1852,-0.2514,-1.5536,0.2736,-2.1242,0.7241,2.1242,Th1_vs_Th2,→Th2,skew-Th2,0,-8.3942,8
GALNT2,ENSG00000143641,Stim8hr,-1.1607,0.3155,-0.4819,0.2741,-1.2173,-1.4762,-0.7165,-2.1241,-1.2963,2.1241,Th1_vs_Th2,→Th2,skew-Th2,0,-21.1223,1
RNF141,ENSG00000110315,Stim48hr,0.6828,-0.8038,-0.2565,0.088,-0.1856,1.4865,-0.2138,2.1237,-0.2983,2.1237,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-15.6069,0
LYSMD2,ENSG00000140280,Stim48hr,-0.0423,-0.0782,0.322,-1.1156,0.8391,0.0359,1.1827,-0.0251,2.123,2.123,Effector_vs_Treg,→Effector,boost-immunity,0,-10.1411,0
CYP1B1,ENSG00000138061,Rest,-0.7723,0.7802,-0.6656,-0.6436,-0.3206,-1.5526,0.4243,-2.1229,1.1005,2.1229,Th1_vs_Th2,→Th2,skew-Th2,0,-6.0518,1
ABCC4,ENSG00000125257,Stim48hr,-0.7397,0.6396,-0.4665,0.661,-0.519,-1.3793,-0.8498,-2.1214,-1.4011,2.1214,Th1_vs_Th2,→Th2,skew-Th2,1,-4.1461,34
DNAJB6,ENSG00000105993,Stim48hr,0.5024,-0.9824,-0.1776,-0.7374,0.33,1.4848,0.5183,2.1212,0.971,2.1212,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-7.2026,2
PKD1,ENSG00000008710,Stim8hr,0.1284,-0.2698,-0.3036,-1.2644,0.5913,0.3982,1.1161,0.3242,2.1207,2.1207,Effector_vs_Treg,→Effector,boost-immunity,0,-9.1366,0
TECPR1,ENSG00000205356,Stim48hr,-0.2549,0.1197,-0.169,-1.2826,-0.3497,-0.3746,1.1812,-0.6332,2.1204,2.1204,Effector_vs_Treg,→Effector,boost-immunity,0,-12.8891,1
SBF1,ENSG00000100241,Stim48hr,0.4656,-1.0185,-0.922,-0.2178,-0.0139,1.4841,-0.2739,2.12,-0.4024,2.12,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-11.2421,4
PPP6C,ENSG00000119414,Stim8hr,-0.7757,0.6968,-0.1077,-0.5848,0.6674,-1.4724,0.5226,-2.1192,1.0139,2.1192,Th1_vs_Th2,→Th2,skew-Th2,2,-15.7114,297
LIMA1,ENSG00000050405,Stim48hr,0.1999,-1.2835,-0.4392,0.0647,-0.891,1.4834,-0.5723,2.119,-0.9198,2.119,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-17.2353,2
BATF,ENSG00000156127,Stim48hr,-1.4174,-1.7853,-0.5004,0.0296,-0.7069,0.3678,-1.2639,0.4666,-2.119,2.119,Effector_vs_Treg,→Treg,suppress-inflammation,16,-11.0627,586
PDSS2,ENSG00000164494,Stim8hr,1.1987,-0.5734,-0.0609,-0.1374,0.5583,1.772,0.3256,2.1188,0.6467,2.1188,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),11,-7.4671,2226
MED15,ENSG00000099917,Stim48hr,-0.3509,-1.8338,-0.5464,-0.3657,-1.4526,1.4829,-0.5447,2.1183,-0.8719,2.1183,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),8,-26.3227,1340
TYK2,ENSG00000105397,Stim48hr,-0.5536,0.8226,0.3081,0.2329,0.5446,-1.3762,-0.0405,-2.1168,0.0022,2.1168,Th1_vs_Th2,→Th2,skew-Th2,1,-22.6879,53
SMG9,ENSG00000105771,Stim8hr,0.8746,-0.8949,-0.2462,-0.265,0.2734,1.7694,0.1761,2.1153,0.368,2.1153,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),7,-9.756,940
MCM8,ENSG00000125885,Rest,0.4696,-1.0792,0.4039,0.1902,-0.1659,1.5488,-0.2588,2.114,-0.6057,2.114,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-10.673,39
NECTIN3,ENSG00000177707,Stim48hr,-0.5127,0.8616,-0.1631,1.064,-0.2587,-1.3743,-1.0021,-2.114,-1.665,2.114,Th1_vs_Th2,→Th2,skew-Th2,0,-8.6459,3
SOAT1,ENSG00000057252,Stim48hr,-0.6113,0.7626,0.0331,-0.1817,-0.6856,-1.374,0.2431,-2.1135,0.494,2.1135,Th1_vs_Th2,→Th2,skew-Th2,0,-23.4448,0
SPRYD4,ENSG00000176422,Stim8hr,-0.7147,0.189,-0.1341,-1.3319,-0.2021,-0.9037,1.112,-1.3763,2.1129,2.1129,Effector_vs_Treg,→Effector,boost-immunity,0,-11.5163,0
TMX1,ENSG00000139921,Stim8hr,0.1198,0.804,-0.5711,1.2718,-2.402,-0.6842,-1.1542,-1.0897,-2.1125,2.1125,Effector_vs_Treg,→Treg,suppress-inflammation,18,-23.8818,2346
NEMP2,ENSG00000189362,Rest,-0.0869,-0.2219,1.0678,1.1146,0.2714,0.135,-0.8616,0.1825,-2.1111,2.1111,Effector_vs_Treg,→Treg,suppress-inflammation,1,-7.876,72
ACTR1B,ENSG00000115073,Rest,-1.011,0.5329,-0.4021,-0.1148,-0.644,-1.5439,-0.1786,-2.111,-0.4054,2.111,Th1_vs_Th2,→Th2,skew-Th2,0,-15.028,1
GCN1,ENSG00000089154,Stim8hr,-0.8359,-0.708,-0.2415,0.5582,-0.8856,-0.1279,-1.1534,-0.363,-2.1109,2.1109,Effector_vs_Treg,→Treg,suppress-inflammation,2,-18.3068,68
L3MBTL2,ENSG00000100395,Stim8hr,-0.6049,0.4631,-0.7551,0.8542,0.5614,-1.068,-1.1532,-1.591,-2.1106,2.1106,Effector_vs_Treg,→Treg,suppress-inflammation,2,-25.5856,364
PDCD5,ENSG00000105185,Stim48hr,0.0994,0.2012,-0.2715,1.268,-0.5781,-0.1018,-1.2583,-0.2291,-2.1092,2.1092,Effector_vs_Treg,→Treg,suppress-inflammation,1,-10.6104,901
CNDP2,ENSG00000133313,Rest,0.7624,-0.7828,-0.4634,-0.4361,-0.2933,1.5452,0.2749,2.109,0.7273,2.109,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-18.7887,1
LARP4B,ENSG00000107929,Stim8hr,-0.2092,-1.0901,-0.4696,0.5627,0.0759,0.8809,-1.1523,0.9547,-2.109,2.109,Effector_vs_Treg,→Treg,suppress-inflammation,0,-8.0328,0
SOS2,ENSG00000100485,Stim48hr,-0.0877,1.2829,0.4863,0.294,0.4953,-1.3705,0.2665,-2.1084,0.5345,2.1084,Th1_vs_Th2,→Th2,skew-Th2,0,-9.2587,1
IREB2,ENSG00000136381,Stim48hr,-0.4573,-0.4556,-0.7579,-1.7311,-0.7007,-0.0017,1.1742,-0.0808,2.1082,2.1082,Effector_vs_Treg,→Effector,boost-immunity,0,-7.7896,48
ICE2,ENSG00000128915,Stim48hr,0.4697,-1.0062,-0.6231,0.4213,-0.7961,1.4759,-0.8079,2.108,-1.3283,2.108,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-8.8757,84
AIP,ENSG00000110711,Stim48hr,-0.6308,0.7389,-0.4461,0.5346,-0.6154,-1.3697,-0.6472,-2.1071,-1.0498,2.1071,Th1_vs_Th2,→Th2,skew-Th2,1,-23.8505,248
ARF1,ENSG00000143761,Rest,-0.2339,-0.3083,-0.2974,-1.107,0.5977,0.0744,0.8272,0.0997,2.1067,2.1067,Effector_vs_Treg,→Effector,boost-immunity,1,-11.515,1753
OFD1,ENSG00000046651,Stim48hr,-0.218,-0.6178,-0.9496,0.6601,-0.8669,0.3998,-1.2552,0.5139,-2.1039,2.1039,Effector_vs_Treg,→Treg,suppress-inflammation,0,-13.319,0
SHMT2,ENSG00000182199,Stim48hr,0.0276,1.395,0.5995,-0.3388,0.3934,-1.3674,1.0128,-2.1038,1.8284,2.1038,Th1_vs_Th2,→Th2,skew-Th2,1,-16.9129,187
CDC42SE1,ENSG00000197622,Stim8hr,0.9657,-0.7949,-0.1799,0.0404,-0.462,1.7605,-0.0435,2.1037,-0.0415,2.1037,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-18.4767,1
SIAH2,ENSG00000181788,Rest,1.1756,-0.365,-0.0241,0.2504,0.1347,1.5406,0.0117,2.1027,0.07,2.1027,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-8.4217,21
NANP,ENSG00000170191,Stim8hr,-1.2549,0.2045,-0.4322,-0.1046,-0.2121,-1.4594,-0.3897,-2.1022,-0.6869,2.1022,Th1_vs_Th2,→Th2,skew-Th2,0,-7.3639,16
CTBP2,ENSG00000175029,Stim48hr,0.0228,0.58,-0.499,1.2884,-0.3166,-0.5572,-1.2539,-0.9037,-2.1015,2.1015,Effector_vs_Treg,→Treg,suppress-inflammation,0,-0.4607,9
CENPB,ENSG00000125817,Stim8hr,-0.2941,-0.3599,0.079,-1.2973,-0.1043,0.0658,1.1057,-0.11,2.1012,2.1012,Effector_vs_Treg,→Effector,boost-immunity,0,-13.5915,2
COPS8,ENSG00000198612,Rest,0.4479,0.9176,-0.1843,1.2509,0.5721,-0.4697,-0.8571,-0.6436,-2.1,2.1,Effector_vs_Treg,→Treg,suppress-inflammation,7,-3.5812,545
DDHD2,ENSG00000085788,Rest,-0.2576,0.011,-0.434,0.6302,-0.1313,-0.2686,-0.8571,-0.3688,-2.0999,2.0999,Effector_vs_Treg,→Treg,suppress-inflammation,0,-11.6045,0
SLC41A1,ENSG00000133065,Stim48hr,0.3329,-1.1375,-0.2802,-0.7108,-0.1086,1.4704,0.3492,2.0998,0.6778,2.0998,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-13.9595,3
CXXC1,ENSG00000154832,Stim8hr,-0.9853,-1.2704,-0.0782,-1.8829,-0.5784,0.285,1.1049,0.1764,2.0997,2.0997,Effector_vs_Treg,→Effector,boost-immunity,15,-8.7742,1337
ADGRG5,ENSG00000159618,Stim48hr,-1.0929,0.2714,-0.6308,-0.5928,-0.1969,-1.3643,0.1087,-2.0991,0.2609,2.0991,Th1_vs_Th2,→Th2,skew-Th2,0,-7.9911,35
HSP90B1,ENSG00000166598,Stim48hr,0.3567,-0.1506,-0.3171,-1.2058,-0.1689,0.5073,1.1688,0.6732,2.0988,2.0988,Effector_vs_Treg,→Effector,boost-immunity,0,-7.4095,61
KIAA0753,ENSG00000198920,Rest,0.0578,-0.3744,-0.027,-0.9384,-0.0437,0.4322,0.8239,0.5885,2.0986,2.0986,Effector_vs_Treg,→Effector,boost-immunity,0,-5.6922,4
ATP5MF,ENSG00000241468,Stim48hr,-0.1321,-0.6285,-0.3914,0.868,-0.789,0.4964,-1.252,0.657,-2.0983,2.0983,Effector_vs_Treg,→Treg,suppress-inflammation,4,-8.2548,688
KEAP1,ENSG00000079999,Stim48hr,0.356,-1.1128,0.1786,0.2524,-0.763,1.4688,-0.4452,2.0974,-0.6994,2.0974,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),2,-7.5856,207
EDRF1,ENSG00000107938,Stim8hr,0.0514,-0.1851,0.2548,-1.0632,0.4484,0.2366,1.1036,0.1131,2.0973,2.0973,Effector_vs_Treg,→Effector,boost-immunity,0,-5.5072,65
STARD5,ENSG00000172345,Stim48hr,-0.3321,1.0306,-0.9856,0.9226,-0.117,-1.3627,-1.0183,-2.0969,-1.6931,2.0969,Th1_vs_Th2,→Th2,skew-Th2,0,-6.906,0
DCXR,ENSG00000169738,Rest,-0.5603,0.5157,0.1762,-0.7791,-0.5989,-1.0761,0.823,-1.4719,2.0963,2.0963,Effector_vs_Treg,→Effector,boost-immunity,0,-19.2777,0
G3BP2,ENSG00000138757,Stim8hr,-0.0342,1.1082,0.0534,1.5212,0.0499,-1.1425,-1.1454,-1.6882,-2.0961,2.0961,Effector_vs_Treg,→Treg,suppress-inflammation,0,-36.2343,5
BCL9,ENSG00000116128,Stim8hr,-0.9034,0.5512,-0.957,0.1806,-0.1806,-1.4547,-0.617,-2.0961,-1.1108,2.0961,Th1_vs_Th2,→Th2,skew-Th2,0,-3.9847,9
ANKRD11,ENSG00000167522,Rest,0.7447,-0.7902,-0.2875,-0.568,0.2296,1.5349,0.457,2.095,1.1821,2.095,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-17.0335,14
CNOT10,ENSG00000182973,Stim8hr,0.3763,-1.3775,-0.6188,-0.7368,-0.1621,1.7538,0.1968,2.095,0.4065,2.095,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-5.69,80
IKBKE,ENSG00000263528,Rest,-0.9146,0.6172,-0.0619,-0.0539,-0.4059,-1.5318,-0.0658,-2.0945,-0.1237,2.0945,Th1_vs_Th2,→Th2,skew-Th2,0,-18.2589,1
GANAB,ENSG00000089597,Rest,-0.9342,0.0265,-0.283,-1.2187,-0.2903,-0.9607,0.8218,-1.3143,2.0932,2.0932,Effector_vs_Treg,→Effector,boost-immunity,1,-10.4292,622
GTF2A1,ENSG00000165417,Stim48hr,0.515,-0.9505,0.1338,-0.1944,0.8801,1.4655,0.0939,2.0925,0.2352,2.0925,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-4.6603,42
CENPF,ENSG00000117724,Stim8hr,-0.364,-0.2605,-1.0322,0.5909,-0.527,-0.1035,-1.1431,-0.3311,-2.0918,2.0918,Effector_vs_Treg,→Treg,suppress-inflammation,0,-14.2928,0
NCS1,ENSG00000107130,Stim48hr,0.6273,-0.8371,-0.3569,0.9672,-0.374,1.4645,-1.1561,2.091,-1.9321,2.091,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-4.351,10
SUPT4H1,ENSG00000213246,Stim8hr,-0.7847,0.666,0.3806,-0.0469,0.778,-1.4507,0.1342,-2.0908,0.2898,2.0908,Th1_vs_Th2,→Th2,skew-Th2,1,-2.4424,37
TMEM30A,ENSG00000112697,Stim8hr,-0.4989,0.9518,-0.4944,-0.4624,-0.2527,-1.4506,0.4486,-2.0908,0.876,2.0908,Th1_vs_Th2,→Th2,skew-Th2,5,-16.8495,790
SLC25A26,ENSG00000144741,Rest,0.4454,-1.0858,-0.2089,0.1338,-0.6464,1.5312,-0.4168,2.0899,-1.0003,2.0899,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-6.1685,11
CNOT6,ENSG00000113300,Rest,-1.0293,0.4988,-0.3952,0.0741,-0.0243,-1.5281,-0.3827,-2.0894,-0.9151,2.0894,Th1_vs_Th2,→Th2,skew-Th2,0,-15.6615,1
NR4A3,ENSG00000119508,Stim8hr,1.0217,-0.7278,-0.3285,0.0129,0.936,1.7494,-0.0244,2.0892,-0.0059,2.0892,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),2,-6.2401,31
AMFR,ENSG00000159461,Stim8hr,0.6398,-1.1094,-0.463,-0.4304,-0.0957,1.7492,0.1196,2.0889,0.2625,2.0889,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-20.4096,4
SAP130,ENSG00000136715,Stim48hr,0.1381,-1.3241,0.1183,-0.724,0.1844,1.4622,0.3681,2.0877,0.7106,2.0877,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),2,-5.6113,572
CPTP,ENSG00000224051,Stim48hr,-1.2706,-0.4748,0.8552,-1.459,0.1721,-0.7958,1.1623,-1.2571,2.0877,2.0877,Effector_vs_Treg,→Effector,boost-immunity,2,-3.7082,34
IKZF1,ENSG00000185811,Stim8hr,0.3716,-0.0403,-0.7429,-1.2352,-0.1677,0.4118,1.098,0.342,2.0869,2.0869,Effector_vs_Treg,→Effector,boost-immunity,1,-3.8326,167
INTS14,ENSG00000138614,Stim8hr,-0.0557,-1.8028,-0.2066,-0.5018,-0.0396,1.7471,-0.1866,2.0862,-0.3083,2.0862,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),5,-8.8386,781
BCAS3,ENSG00000141376,Rest,0.8189,-0.7095,-0.994,-0.5278,-0.1647,1.5284,0.2329,2.0861,0.6225,2.0861,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-9.9108,1
ZSWIM4,ENSG00000132003,Rest,0.5067,-0.7777,-0.2569,0.6748,0.175,1.2844,-0.8508,1.7528,-2.0841,2.0841,Effector_vs_Treg,→Treg,suppress-inflammation,2,-4.4066,471
EMC9,ENSG00000100908,Rest,-0.7261,0.7971,-0.1749,0.1293,0.1426,-1.5232,-0.164,-2.0828,-0.3687,2.0828,Th1_vs_Th2,→Th2,skew-Th2,0,-3.6419,37
PHACTR4,ENSG00000204138,Stim8hr,0.3026,0.1824,-0.1045,-0.9688,0.0971,0.1202,1.0956,-0.0389,2.0824,2.0824,Effector_vs_Treg,→Effector,boost-immunity,0,-18.1735,2
PGS1,ENSG00000087157,Stim8hr,-1.1301,-0.0484,-0.793,0.4808,-0.9359,-1.0817,-1.1379,-1.6089,-2.0822,2.0822,Effector_vs_Treg,→Treg,suppress-inflammation,3,-7.3177,151
WDR19,ENSG00000157796,Stim48hr,-0.1171,1.2352,-0.1652,0.5898,-0.2306,-1.3524,-0.2721,-2.0815,-0.3994,2.0815,Th1_vs_Th2,→Th2,skew-Th2,0,-4.9022,2
PPP1R3B,ENSG00000173281,Stim48hr,-0.9941,-0.3251,-0.5225,0.628,-0.0861,-0.669,-1.2419,-1.0692,-2.0808,2.0808,Effector_vs_Treg,→Treg,suppress-inflammation,0,-16.1422,24
MSRB1,ENSG00000198736,Stim48hr,0.9903,-0.4671,0.2013,0.1343,0.0843,1.4575,0.1072,2.0806,0.2582,2.0806,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-10.998,0
FN3K,ENSG00000167363,Stim48hr,-1.248,0.1037,0.0635,-1.3276,-0.2626,-1.3518,0.9673,-2.0806,1.7496,2.0806,Th1_vs_Th2,→Th2,skew-Th2,2,-2.3127,127
CBX5,ENSG00000094916,Stim48hr,0.2906,-1.1666,0.0335,0.5449,0.191,1.4572,-0.8257,2.0802,-1.3593,2.0802,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),3,-27.4872,561
SAMTOR,ENSG00000164603,Stim48hr,-0.4906,-0.9535,-0.957,0.4411,-1.0427,0.4629,-1.2415,0.6075,-2.08,2.08,Effector_vs_Treg,→Treg,suppress-inflammation,0,-11.8022,16
SCAF8,ENSG00000213079,Rest,-0.9171,-0.2192,0.0634,-1.1741,0.0656,-0.6979,0.8164,-0.9552,2.0799,2.0799,Effector_vs_Treg,→Effector,boost-immunity,1,-10.3762,81
GDI1,ENSG00000203879,Stim48hr,-0.976,0.3751,-0.0888,-0.2054,-0.2831,-1.3511,-0.0244,-2.0797,0.0301,2.0797,Th1_vs_Th2,→Th2,skew-Th2,0,-12.1061,18
PROSER3,ENSG00000167595,Rest,-0.8486,0.0113,-0.0376,0.5573,-0.368,-0.8598,-0.849,-1.1765,-2.0796,2.0796,Effector_vs_Treg,→Treg,suppress-inflammation,0,-6.5658,0
RGS2,ENSG00000116741,Rest,0.1612,-0.0636,0.1632,-0.7293,-0.2847,0.2248,0.8163,0.3053,2.0795,2.0795,Effector_vs_Treg,→Effector,boost-immunity,0,-5.6977,0
PRKCH,ENSG00000027075,Rest,0.8602,-0.6622,-0.632,0.1613,0.3451,1.5225,-0.306,2.078,-0.7235,2.078,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),0,-17.5415,33
TRRAP,ENSG00000196367,Stim48hr,0.6396,-0.4818,0.1024,-1.0692,0.2984,1.1213,1.1559,1.5827,2.0766,2.0766,Effector_vs_Treg,→Effector,boost-immunity,0,-9.0774,34
HIPK1,ENSG00000163349,Stim8hr,-0.6238,-0.5224,-0.3752,0.6277,-1.1346,-0.1014,-1.1348,-0.3284,-2.0763,2.0763,Effector_vs_Treg,→Treg,suppress-inflammation,1,-4.062,39
UXS1,ENSG00000115652,Rest,-0.7256,0.616,-0.7861,-1.1131,-0.1884,-1.3416,0.8146,-1.8346,2.0752,2.0752,Effector_vs_Treg,→Effector,boost-immunity,2,-14.3545,171
HEXIM1,ENSG00000186834,Stim8hr,0.2728,-1.4655,-0.0794,-0.3868,0.7604,1.7383,-0.0373,2.0746,-0.0299,2.0746,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),4,-13.3792,247
FAAP24,ENSG00000131944,Stim8hr,-0.9457,0.4925,-0.0965,-0.3218,0.0146,-1.4382,0.1386,-2.0745,0.2979,2.0745,Th1_vs_Th2,→Th2,skew-Th2,1,-3.0397,35
C16orf54,ENSG00000185905,Rest,-0.6761,-0.1243,-0.2382,-1.1599,-0.032,-0.5519,0.8137,-0.7558,2.073,2.073,Effector_vs_Treg,→Effector,boost-immunity,0,-10.7428,0
SND1,ENSG00000197157,Stim8hr,-1.6566,-0.2196,-0.6517,0.1757,-0.3886,-1.4369,-1.0183,-2.0729,-1.8591,2.0729,Th1_vs_Th2,→Th2,skew-Th2,4,-21.6637,104
ATXN1L,ENSG00000224470,Stim48hr,0.6234,-0.8288,-0.5043,-0.4827,-0.2491,1.4522,0.2461,2.0728,0.4992,2.0728,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-4.7778,3
TPCN1,ENSG00000186815,Stim8hr,0.3471,-1.3898,-0.5808,-0.611,-0.5117,1.7369,0.0699,2.0728,0.1699,2.0728,Th1_vs_Th2,→Th1,skew-Th1 (pro-inflammatory),1,-6.2242,1
ATXN1L,ENSG00000224470,Rest,1.0086,-0.5099,-0.0004,-0.6456,0.5376,1.5184,0.8117,2.0725,2.068,2.0725,Th1_vs_Th2,→Th1; →Effector,boost-immunity,1,-2.6159,97
UNC45A,ENSG00000140553,Stim8hr,-1.3642,-0.5496,-0.6472,0.279,-0.1384,-0.8146,-1.1327,-1.26,-2.0724,2.0724,Effector_vs_Treg,→Treg,suppress-inflammation,1,-4.2163,114
PSIP1,ENSG00000164985,Stim48hr,-0.7012,-0.2549,-0.559,0.7313,-0.688,-0.4463,-1.2364,-0.7394,-2.0712,2.0712,Effector_vs_Treg,→Treg,suppress-inflammation,3,-15.0858,486
USP4,ENSG00000114316,Stim48hr,-1.0163,-0.0149,0.1438,0.94,0.2211,-1.0015,-1.2358,-1.5617,-2.0703,2.0703,Effector_vs_Treg,→Treg,suppress-inflammation,0,-11.9485,75
CPSF6,ENSG00000111605,Rest,-0.3416,-1.2735,1.1745,0.6983,0.2799,0.9319,-0.8452,1.2713,-2.0702,2.0702,Effector_vs_Treg,→Treg,suppress-inflammation,8,-8.0872,2157
ALKBH2,ENSG00000189046,Stim48hr,-0.4439,-0.2371,2.6762,-0.4862,-0.1734,-0.2068,1.1513,-0.3845,2.0686,2.0686,Effector_vs_Treg,→Effector,boost-immunity,3,-4.186,96
PAK2,ENSG00000180370,Rest,0.329,0.8805,0.634,-0.1971,-0.5677,-0.5515,0.8116,-0.7553,2.0678,2.0678,Effector_vs_Treg,→Effector,boost-immunity,2,-25.3706,146
PKN3,ENSG00000160447,Stim48hr,-0.8117,0.0306,-0.7213,0.7331,-0.9984,-0.8423,-1.2339,-1.3259,-2.0669,2.0669,Effector_vs_Treg,→Treg,suppress-inflammation,1,-6.6212,85
RFNG,ENSG00000169733,Stim48hr,-0.2361,0.5509,-0.7254,1.0966,-0.4966,-0.787,-1.2334,-1.244,-2.0661,2.0661,Effector_vs_Treg,→Treg,suppress-inflammation,1,-5.8019,5
ZFX,ENSG00000005889,Rest,-0.9159,0.5949,0.1585,-0.7589,0.2647,-1.5108,0.7047,-2.0658,1.8009,2.0658,Th1_vs_Th2,→Th2,skew-Th2,0,-3.8786,34
